
index,video index,product,product name,video title,video link,time stamp,aspect,complaint label,transcript
185,138,Phone,OnePlus 6T ,OnePlus 6T Review with Pros & Cons - Upgrade or Not,https://www.youtube.com/watch?v=NS-XQ4fROnQ,8:25-8:41,design,0.0, having that gorilla glass 6 the front what you say portion where the screen is there they  have put a screen guard by default but if you move to the back they don't have a screen  guard or anything and if you notice closely here at the bottom look at the bottom right
388,183,Phone,Samsung Flip 4,Samsung Flip 4 Review | Finally Can Recommend,https://www.youtube.com/watch?v=6xoazwLGe8M&list=PL3BCC0B74F1D775AF&index=8,7:21-7:36,speaker,0.0, Moving to the stereo speakers the stereo speakers experience is good but I wish it could  have been slightly louder but again not a deal breaker.  Moving to one feature that I do not like that Samsung has removed from this one this Samsung
121,124,Phone,Samsung Galaxy S21 FE,"Samsung Galaxy S21 FE Full Review - The Good & The Bad
",https://www.youtube.com/watch?v=tsHeFBDZZOs,10:51-11:13,design,0.0," So, now let us move to some of the nitpicks these are not strictly gone but these are some  of the things that I have noticed and again the first thing is that again back again guys  this is plastic back and I know this is a nitpick because what I have noticed that  yes definitely if it was having a glass back it would have looked slightly more premium"
10,100,Phone,Samsung Galaxy Z Fold 3,Samsung Galaxy Z Fold 3 Review with Pros & Cons,https://www.youtube.com/watch?v=YyealAmOA80,21:27-21:38,design,0.0," this is a foldable device.  So, it's actually two smartphones sandwiched into one.  So, this is definitely a heavy device.  This I believe weighs 271 grams."
114,122,Phone,Redmi Note 7 Pro,"Redmi Note 7 Pro Review with Pros & Cons
",https://www.youtube.com/watch?v=EBMleSM4ROg,13:02-13:21,design,0.0," that it won't rest completely on the camera.  And also moving to the weight balance of this device, I feel the weight balance is slightly  it's top heavy.  So whenever you use this device, it feels slightly heavier on the hand.  Even after five days, I'm noticing that one."
76,114,Phone,OPPO Reno6 Pro,"OPPO Reno6 Pro Review with Pros & Cons After 2+ Weeks of Usage
",https://www.youtube.com/watch?v=zPpl2JjLvzg,4:57-5:08,battery,1.0," And these are some of the basics that vendors need to get it right as you can see.  If I go to the battery phone battery usage, voice call is the highest."
253,154,Phone,Samsung Galaxy Note 10 Plus,Samsung Galaxy Note 10 Plus Review with Pros & Cons,https://www.youtube.com/watch?v=22cnPcIxxwY,2:26-2:46,speaker,1.0," Now, moving to this one also has stereo speakers. And I would say the stereo speakers are implemented well on this one.  The main speaker is here. And the earpiece is also actually pretty loud.  And the sound comes out from that. So the speaker quality is actually really good on this one.  You don't have to worry about it. And I would say the speaker quality is slightly better than the Galaxy S10 Plus."
15,101,Phone,Nothing Phone 1,"Nothing Phone 1 In-depth Review | The Good The Bad & Beyond the Hype!
",https://www.youtube.com/watch?v=suPODIDS5QQ,9:41-9:57,storage,0.0, on this one but RAM management I would say it's good but I notice it's not the best again  in terms of best if I have to compare then I would say the pixel or even the moto or  even the Samsung flagships have better RAM management this one don't get me wrong it's
53,109,Phone,Asus ROG Phone 3,Asus ROG Phone 3 Review with Pros & Cons Powerful Android Phone,https://www.youtube.com/watch?v=Hs99lGQiFhk,8:14-8:32,battery,1.0, and as expected the battery life is amazing on this smartphone I would say if you do just light  gaming every day half an hour or just about hour or so you can expect easily about one and a half  to almost two days of battery life and if you don't do gaming we are going to use it like a normal
386,183,Phone,Samsung Flip 4,Samsung Flip 4 Review | Finally Can Recommend,https://www.youtube.com/watch?v=6xoazwLGe8M&list=PL3BCC0B74F1D775AF&index=8,2:28-2:44,storage,1.0, had 12GB of RAM but I'm happy to say that RAM management is not an issue on this one  and it does not boot out apps that you have in memory.  So that way RAM management has been done very very well.  So the software optimization they have done a very good job on this one.
432,224,Phone,Lenovo Z2 Plus,Lenovo Z2 Plus In-depth Review with Pros & Cons,https://www.youtube.com/watch?v=pX91coZpuNI,10:09-10:29,design,0.0, But it is slightly on the chunkier side because of that 3500 milli amp hour battery.  I got used to it about two three days the chunkiness but initially it does feel a little  bit chunky and if you add this case it does add a little bit to that.  So that is another thing that I have noticed.
196,141,Phone,Zenfone Max Pro M2 ,Zenfone Max Pro M2 Review with Pros & Cons - Ideal Mid Ranger?,https://www.youtube.com/watch?v=YGoIkswxGEI,3:31-3:46,storage,1.0, and in this one I didn't have any issues of ram management runs well without any issues  and most of the important apps like even true color and stuff are there in your memory  and though don't get booted up so in that aspect it's a good thing now moving to cellular
295,163,Phone,Samsung Galaxy S20+,Samsung Galaxy S20+ Review with Pros & Cons,https://www.youtube.com/watch?v=zwygzOn40NI,12:58-13:14,camera,0.0, and it's a 10 megapixel shooter don't get me wrong I'm not about megapixel war there's something  but I felt that the front facing camera sharpness was simply not that great and it still had that  over-processing makes your skin smooth or soft and in fact I was surprised because many of the
8,100,Phone,Samsung Galaxy Z Fold 3,Samsung Galaxy Z Fold 3 Review with Pros & Cons,https://www.youtube.com/watch?v=YyealAmOA80,0:54-1:29,design,1.0," And okay, first let me talk about the first thing that I really liked on this smartphone.  And that is the build quality.  The build quality is really, really good on this one.  And this outer chassis is always aluminum.  Even on this Fold 2, it was that.  But Samsung now says that this is even stronger.  It is something, what is that?  Armor, aluminum, whatever they like to call it.  So they say it's a lot more sturdy.  And the good thing is that now this front glass as well as the back glass is gorilla victims.  That's the strongest glass.  So in terms of build quality, it also actually feels very, very solid."
70,113,Phone,OnePlus Nord,OnePlus Nord Review with Pros & Cons Beyond the Hype,https://www.youtube.com/watch?v=znZ3thJTfVQ,10:57-11:17,design,0.0, Next thing is that if you notice this what you say chases that we call of the phone it  looks metallic guys but it is actually inside made of completely of plastic.  Again watch the video of Jerry Rex he did that you and so again you have to be careful  about it.
317,168,Phone,Nokia 6,Nokia 6 Smartphone Review with Pros & Cons A Mixed Bag!,https://www.youtube.com/watch?v=7X1M1WTErQE,8:09-8:32,design,0.0, Now let's move to the things that I did not like on this phone those are the cons and  the first biggest cons that I have is that this phone does not have any physical LED notification  light and it does not have even ambient display or a motor display whenever you get notification  lights up.  So to see the notifications if you miss it you have to open the phone to check the notification  so that is one thing you have to know.
250,153,Phone,Realme X,Realme X Review with It's Pros & Cons,https://www.youtube.com/watch?v=DqViaU1PKWk,9:22-9:37,camera,0.0, So in fact I would say in terms of camera performance in indoor lighting I would say the  camera really struggles compared to even some of the earlier real me phones that I tested  for example the real me 3 and the real me 3 pro did much better in indoor lighting compared
377,181,Phone,Pixel 7 & Pixel 7 Pro,Pixel 7 & Pixel 7 Pro Review | The Ideal 2022 Android Flagship,https://www.youtube.com/watch?v=QNNiuqY0ArU&list=PL3BCC0B74F1D775AF&index=6,15:29-16:05,storage,0.0, that's fine but that super quick charging is not there on these okay moving on the next thing is  again I have I've told you there is one small bug that I noticed and I noticed this twice  right now as I can see it's super super fluid everything is very very fluid but sometimes after a  week of usage or something I think so there is a memory leak or something in this one because  this scrolling will become very choppy in most of the Twitter and everything and all this thing  and I didn't need to actually reboot it what I had to do is I have to have to just close all the  apps and it fix so there is a memory leak on the smartphone and this doesn't happen immediately
323,170,Phone,BlackBerry KeyOne Black ,BlackBerry KeyOne Black Review - The Business Android Smartphone,https://www.youtube.com/watch?v=49fDmyI4Iug&t=11s,9:42-10:08,design,0.0," And even in direct sunlight, the screen is good, I would say.  But again, I don't like the fact that even in the lowest brightness, the screen is actually  pretty bright.  And this is not an issue for most of the people, but I normally use even my phones at night  and I close all the lights.  And even in the lowest brightness, it's actually pretty bright.  So that is one thing that I'm not happy about."
107,121,Phone,Samsung Galaxy S20 FE 5G,"Samsung Galaxy S20 FE 5G Review with Pros & Cons (India Unit)
",https://www.youtube.com/watch?v=v79_onk-esI,2:33-2:49,design,0.0, so this I would say in terms of in hand feel it's very comfortable I guess now one thing I don't like is that the back is that  plastic polycarbonate thing it resist the fingerprints I like it but this is not last guys so that's what I've noticed but they did manage to put
354,177,Phone,Redmi Note 4,Redmi Note 4 Review with Pros & Cons Mid Range Champ?,https://www.youtube.com/watch?v=xSQT69KwHq8,9:29-9:48,design,1.0, And another thing that I really liked about this device and I've mentioned earlier also  is in terms of build quality.  Xiaomi has really up the build quality with this Redmi Note 4.  It feels very premium for the pricing and it feels great in the hand.  And also it has that 2.5D glass which makes the experience of using this device very
27,104,Phone,OnePlus Nord CE,"OnePlus Nord CE Review Pros & Cons after 14 Days of use
",https://www.youtube.com/watch?v=njOIOIVqIYg,3:09-3:21,storage,1.0," Now moving to the RAM management as we were talking about that.  The RAM management is done good on this device.  And many of the apps that you want to be in memory stay in memory, for example, true"
254,154,Phone,Samsung Galaxy Note 10 Plus,Samsung Galaxy Note 10 Plus Review with Pros & Cons,https://www.youtube.com/watch?v=22cnPcIxxwY,9:30-9:55,camera,0.0," And you also have that wide angle lens, which I particularly like. So in outdoor conditions, I felt that the camera performance is actually pretty good. But when you move to indoor lighting conditions like this, this is artificial lighting conditions.  Here I noticed that the saturation level is a little bit on the highest side. And some of the skin tones, for example, these are the sample shots that I've took of myself. They come out actually particularly dark."
340,174,Phone,Moto G5 Plus,Moto G5 Plus In-depth Review with Pros & Cons Camera Smartphone?,https://www.youtube.com/watch?v=48Yq1mXZ2ww,7:35-7:50,speaker,1.0, Now moving to another thing that I've noticed is that I did test the audio from the headphone  jack and I'm happy to say that the audio from the headphone jack is actually really good.  I tested it with some very high quality headphones and the output was actually good.
337,173,Phone,Samsung Galaxy C9 Pro,Samsung Galaxy C9 Pro Review with Pros & Cons,https://www.youtube.com/watch?v=NOqIgKZUWkA,5:35-5:46,speaker,0.0, device but in terms of loudness I would say the it's just okay it's not very very loud so you  have to be aware of that now moving to sensors as I mentioned earlier it has all the important
60,110,Phone,Motorola One Fusion+,"Motorola One Fusion+ Review with Pros & Cons Ideal Mid-Ranger
",https://www.youtube.com/watch?v=BNpAigK0Bxo,11:53-12:08,camera,0.0, Next thing is as I have told you the camera specifically the front facing camera I feel  could do a little bit better in difficult lighting conditions hopefully they do that with  the software OTA update.
87,116,Phone,Pixel 4a,"Pixel 4a Smartphone Review with Pros & Con the Little Gem
",https://www.youtube.com/watch?v=k4DypieamcE,10:20-10:37,camera,0.0, that limitation so I used it as a single sound device as I have told you and lastly I would  say I do miss the fact that this one simply does not have that ultra wide camera which  I missed in certain situations so these were the broad cons with this device and yes now
356,177,Phone,Redmi Note 4,Redmi Note 4 Review with Pros & Cons Mid Range Champ?,https://www.youtube.com/watch?v=xSQT69KwHq8,11:15-11:48,camera,0.0," And the first thing is the Redmi Note 4 though it's running on the Snapdragon 625 chipset,  does not support quick charging.  I tried it with three different quick charges.  I tested it a lot.  And this device simply as of now does not support quick charging to charge it.  It was around 8% when I tested it.  And to charge it 100%, it took about 2 hours 45 minutes.  So if it's completely dead, it'll take almost 3 hours to completely charge.  So there is no support for quick charging with this device.  So you have to be aware about that."
45,108,Phone,OnePlus 7 Pro,"OnePlus 7 Pro Detailed Review with Pros & Cons
",https://www.youtube.com/watch?v=Y3C6tq49H3Q,1:17-1:52,design,1.0," what I like about it and the first highlighting point about this device is that screen and  I feel that's gone also on this one, this one has a massive screen it's a 6.67 inch curved  screen for example this curved edge you have seen this on the Galaxy S8, S9 etc now  we have that but I feel they have put unnecessarily really really big screen on this, this is almost  a 6.7 inch screen and see that after about 12 days of usage I still feel it is really  really big but I mean the screen quality is really good finally OnePlus for the first"
160,133,Phone,LG G7+,LG G7+ Review with Pros & Cons Almost Ideal but LG,https://www.youtube.com/watch?v=w6yznQRnX6E,2:10-2:34,design,1.0," This one is going with the IPS LCD screen and I was very, but the good thing is that the  screen quality is amazing.  It's a quad HD plus screen guys and in this price range you get this normal full HD  screens and it's a very crisp screen.  In fact when you read text and stuff you'll notice that it is very crisp and the brightness  is also good.  Outdoors if you take it and have no problems and also in terms of color reproduction it's"
14,101,Phone,Nothing Phone 1,"Nothing Phone 1 In-depth Review | The Good The Bad & Beyond the Hype!
",https://www.youtube.com/watch?v=suPODIDS5QQ,5:37-6:24,speaker,0.0, definitely it's a big phone just be aware of that now moving to the next thing is regarding  the stereo speakers yes it has two stereo speakers on over here the earpiece actually acts  as a speaker not a dedicated one and bottom we have a dedicated speaker and here I would  say I was slightly disappointed considering other things of the phones were very very good  but don't get me wrong it's not bad but I felt that stereo speakers could have been  better it's not super super balanced I would say 65 to almost 70% of the sound will come  from the bottom speaker only the rest of them come with the earpiece and also it does  not have that depth so again the stereo speakers is pretty average I would say it's just  like any other what is a mid range for it's not outstanding because the build quality
382,182,Phone,Google Pixel 6a,Google Pixel 6a Review | Now after Android 13 Update,https://www.youtube.com/watch?v=AzyNL3YCmlM&list=PL3BCC0B74F1D775AF&index=7,5:11-5:17,camera,0.0, So that's the same case with this one.  But I would say now the camera on this one is not the best.
336,173,Phone,Samsung Galaxy C9 Pro,Samsung Galaxy C9 Pro Review with Pros & Cons,https://www.youtube.com/watch?v=NOqIgKZUWkA,4:28-4:55,battery,0.0, the battery life is sort of average in my opinion because this one is having that huge six-inch  screen and the battery capacity is just 4000 milli amp R so in terms of battery life the battery life  is decent but not great if you are sort of a normal to an average user it should last easily for  a full typical working day but if you are sort of a heavy user you might have to top it up in the  evening in terms of screen on time I was getting the screen on time between 4.5 hours to find a
315,168,Phone,Nokia 6,Nokia 6 Smartphone Review with Pros & Cons A Mixed Bag!,https://www.youtube.com/watch?v=7X1M1WTErQE,0:56-1:16,design,1.0, So first let's start with the good things that are the pros and the first thing that I  really liked about this device is the build quality.  The build quality is amazing.  It feels very solid to hold like a premium Android phone.  It does not feel cheap when you hold it.  It is a solid phone and also moving to the glass they are using a 2.5D glass which curves
342,174,Phone,Moto G5 Plus,Moto G5 Plus In-depth Review with Pros & Cons Camera Smartphone?,https://www.youtube.com/watch?v=48Yq1mXZ2ww,16:14-16:38,storage,0.0, actually does a better job in auto focusing compared to this Moto G5 plus and lastly I  feel for the base variant that comes with 3 gigabytes of RAM it comes with just 16 gigabytes  of internal storage come on Motorola it's 2017 just 16 gigabytes of internal storage  the minimum storage should be about 32 GB so again and lastly I feel the pricing also could
89,117,Phone,OnePlus 8,"OnePlus 8 Review with Pros & Cons & My Thoughts
",https://www.youtube.com/watch?v=qA2lmfm-kS8,1:37-1:49,os,1.0, Now next if you move to the performance here you know guys because of the Snapdragon 865  SOC the performance is blazingly fast and again the thing that I personally like about
352,177,Phone,Redmi Note 4,Redmi Note 4 Review with Pros & Cons Mid Range Champ?,https://www.youtube.com/watch?v=xSQT69KwHq8,6:06-6:26,battery,1.0," Now moving to the battery life.  The battery life is amazing on this device.  It's having a sealed 4100 milliamp hour battery.  And because it's running on the power efficient Snapdragon 625 chipset, the battery life that  I was getting on this device is exceptional, I would say.  In fact, the Redmi Note 3 also had very good battery life."
127,126,Phone,LG V30+,LG V30+ Review with Pros & Cons The Underrated Flagship,https://www.youtube.com/watch?v=lfJOycKtCnc,1:23-1:41,design,1.0," have even used iPhone 8, this has to be the lightest flagship Android phone that I have  used, even though it's having that 6 inch P OLED screen this is very light to hold and  the lightest among the punch, in fact when I reviewed the Note 8 I felt it was top heavy"
222,147,Phone,Realme 3 Pro,Realme 3 Pro Review with Pros & Cons,https://www.youtube.com/watch?v=LcpapR1YUhc,1:12-1:32,design,1.0, video I won't be covering everything because otherwise this video will become very very long  so first let's talk about the screen because that's the most important thing I feel on a smartphone  and this one has a 6.3 inch IPS LCD screen and I'm happy to say that the quality of the screen  that they have put is actually really good and it's also predicted by Gorilla Glass 5 and some of
52,109,Phone,Asus ROG Phone 3,Asus ROG Phone 3 Review with Pros & Cons Powerful Android Phone,https://www.youtube.com/watch?v=Hs99lGQiFhk,4:25-4:42,speaker,1.0, now another thing that I really liked on this phone and this was even for the ROG phone 2 and  that is the speakers this one has that dedicated speakers at the top and bottom and the front  firing speakers and I have to say one of the loudest in terms of speakers and because it's front
214,145,Phone,Samsung Galaxy S10+,Samsung Galaxy S10 + Full Review (Exynos) with Pros & Cons,https://www.youtube.com/watch?v=XVtlCbe79vY,2:31-2:48,speaker,1.0," So it didn't give that stereo effect.  But the good thing is that on this S10 Plus, the speakers are actually really loud.  It's a bottom speaker is from this angle.  But the earpiece also acts like a speaker and it's actually pretty loud.  And for the most time of an hour, I was using this phone, watching YouTube's videos, etc."
212,145,Phone,Samsung Galaxy S10+,Samsung Galaxy S10 + Full Review (Exynos) with Pros & Cons,https://www.youtube.com/watch?v=XVtlCbe79vY,1:00-1:33,design,1.0," And even in my unboxing video, I first said that what I really liked about this device  was the in-hand feel.  Though it's a big device, having a 6.4 inch screen.  But Samsung engineers have done an excellent job in terms of weight balance.  It simply does not feel that heavy and that's important for a smartphone week.  Guys, don't feel like these phones are with us for a long, long time.  The weight balance has been done really well.  So it simply does not feel heavy though it's having that big 6.4 inch screen."
373,181,Phone,Pixel 7 & Pixel 7 Pro,Pixel 7 & Pixel 7 Pro Review | The Ideal 2022 Android Flagship,https://www.youtube.com/watch?v=QNNiuqY0ArU&list=PL3BCC0B74F1D775AF&index=6,3:17-3:40,speaker,1.0, like Atmos or anything but the stereo speakers on both these smartphones is again among the  best that I've seen on Android first smartphone it gets actually pretty loud but also at max  volume it doesn't crackle and still has slight a bit of depth on this one so that way  the stereo speakers Google has done excellent excellent job and another thing this is
30,104,Phone,OnePlus Nord CE,"OnePlus Nord CE Review Pros & Cons after 14 Days of use
",https://www.youtube.com/watch?v=njOIOIVqIYg,9:51-10:09,design,0.0, So now let's move to the cons on this smartphone.  And the first biggest con is that we now do not have the alert slider.  That was the signature feature of a OnePlus device and that is missing on this one.  So I don't know why they did that.
266,157,Phone,Realme XT ,Realme XT Review with Pros & Cons Practical Mid Range Smartphone,https://www.youtube.com/watch?v=nBjW13Ar5Ts,5:27-5:47,battery,1.0, days.  And also I like the fact that now finally real me has started to give us SOT times in the  battery stats.  Earlier they never used to do that so I'm happy about that.  So battery life is not an issue and also in the box you'd get that VOOC fast charger.  So again it charges pretty quickly so no issues regarding that.
329,172,Phone,Moto Z2 Play ,Moto Z2 Play (2017 Model) Review with Pros & Cons - Slimmer Z Play,https://www.youtube.com/watch?v=a4t1blqqKXg,1:18-1:38,design,1.0," And the first thing that you'll immediately notice when you hold this device is that  how slim this device is.  It's a really slim device.  If you compare it with the original Moto Z play that was launched last year, this feels  a lot lighter and slimmer to hold as you can see.  Yes, you have that camera hump at the back because of the Moto Mods."
19,102,Phone,Motorola Edge 30 Pro,Motorola Edge 30 Pro Review Pros & Cons - New Value Flagship?,https://www.youtube.com/watch?v=sAPBsagmbbE,25:35-25:45,design,0.0, Whereas the front is Gorilla Glass 3.  This is weird.  Both should have been Gorilla Glass 5 in my front cup.  So that is also something that I have noticed.
282,161,Phone,Samsung Galaxy M31,Samsung Galaxy M31 Review with Pros & Cons,https://www.youtube.com/watch?v=p_74rIzhOtQ,0:53-1:10,design,1.0," screen.  And guys, as you can see, they have put a good quality, amulet screen on this.  This is a full HD screen.  And it's actually really good.  And even in outdoor situations when I left it on auto brightness, it was fine.  I was able to see stuff.  So it's a good panel that they have put.  So no issues regarding that."
420,222,Phone,Moto Z,Moto Z Play In-depth Review the Energizer Bunny,https://www.youtube.com/watch?v=X_5QzWdpPec,6:35-6:51,camera,0.0," But again, one thing that I have noticed is that the focusing can be a little bit tricky  if you try to take macro shots.  It was not locking every time.  So as you can see, some shots came out good, but some came out a little bit blurry.  So you have to be careful while taking macro shots or something like that."
6,99,Phone,iQOO 11,iQOO 11 Review with Pros & Cons | Specs on Paper,https://www.youtube.com/watch?v=2hUHgf8Hoy0,2:54-3:05,battery,1.0, screen combination the battery life I was getting on this smartphone is one of the best  that I would say that I have got among flagship Android smartphone it behaves like a mid-range
434,225,Phone,OnePlus 3,OnePlus 3 Long Term Review with 4 months of use,https://www.youtube.com/watch?v=SfMizgMKvEQ,3:10-3:27,battery,0.0, Now coming to the battery life battery life I would say is sort of above average it's nothing  spectacular or nothing bad it sits in sort of middle I would say in terms of screen on  time I was getting the screen on time between 4 to 4.5 hours with this OnePlus 3 and as I
410,220,Phone,Google Pixel XL,Google Pixel XL Smartphone Review Good & The Bad,https://www.youtube.com/watch?v=dYK_NMI2Aeg,4:46-5:05,camera,1.0, Next if we move to the camera performance here I have to say this Pixel XL XL and let  the sample stock here are some of the pictures that I've taken with the Pixel XL.  And as you can see from the sample shots the performance was very good.  Even in artificial lighting and indoor lighting conditions which is sort of difficult the
140,129,Phone,Samsung Galaxy S9+ ,Samsung Galaxy S9+ Review with It's Pros & Cons - Ideal Flagship?,https://www.youtube.com/watch?v=niiQMbtR8y4,4:37-5:16,speaker,1.0, But again if we compare it with the iPhone 10 or the Pixel 2 XL those stereo speakers  give slightly fuller sound compared to this one.  Now moving to sound I am very happy that Samsung did ditched the 3.5 and headphone jack.  And now Samsung has also added Dolby Atmos support to this.  And I have tested this one with a lot of headphones.  These are audio technique M40X even M50X the grados.  And I have to say the sound output on this one is much better compared to other earlier  Samsung smartphones.  In fact I got slightly better sound signature when I was enabling the Dolby Atmos effect.
4,99,Phone,iQOO 11,iQOO 11 Review with Pros & Cons | Specs on Paper,https://www.youtube.com/watch?v=2hUHgf8Hoy0,0:55-1:17,design,1.0, is not rosy so again watch the whole video I'm dividing it between pros and cons.  Okay the first thing that I liked about this device is the screen and I like that this  is using the new LTPO screen hence it's actually very power efficient.  Technically speaking this is 144Hz screen yes it can go but again I noticed that the optimizations
116,123,Phone,Redmi Note 8 Pro,Redmi Note 8 Pro Review with Pros & Cons Best Mid Range Smartphone?,https://www.youtube.com/watch?v=IIP3l-_WNbE,2:28-2:50,speaker,1.0," in Hyderabad. I would say even traveled one day to actually Delhi. And they're also I used it.  And the call quality from the year piece is actually really good. It's crystal clear. So in terms of  the year piece, I did not have any problems. Even at the maximum volume, I was keeping it was good.  So no issues regarding that. And even the microphone that is there is actually good. The other"
249,153,Phone,Realme X,Realme X Review with It's Pros & Cons,https://www.youtube.com/watch?v=DqViaU1PKWk,3:37-3:49,speaker,1.0, Now if you talk about the speakers it has a single speaker here at the bottom but again  the speaker quality is actually really good.  It's one of those smartphones that has a single speaker for example this reminds me of
94,118,Phone,Poco X3 Pro,"Poco X3 Pro Review with Pros & Cons Power under Rs 20K
",https://www.youtube.com/watch?v=na9iUxvpoxY,9:18-9:33,speaker,0.0," And here the year piece, the cell reception has told you no issues, that was fine.  But the year piece volume I felt was a little bit low.  I feel it should have been about 20-25% more at even the maximum setting."
251,153,Phone,Realme X,Realme X Review with It's Pros & Cons,https://www.youtube.com/watch?v=DqViaU1PKWk,12:26-12:47,design,0.0, Now another thing that I do not like with this device is again if you notice we do not  have any physical LED notification light on this one and also this does not have any always  on display option.  So for notifications to check if you get something you have to always unlock the phone  and look at like this.  So that is something or hit the power button so that is something that is solely missing.
170,135,Phone,Pixel 3 xl,Pixel 3 XL Review with Pros & Cons Is this the best?,https://www.youtube.com/watch?v=ywF07gLVRes,2:11-2:40,os,1.0," And many people don't realize this.  And you can't appreciate it until you have used this phone.  In terms of haptic feedback, I have to say, this is one of the best haptic feedback that I've noticed on an Android phone.  With Pixel, within the UI and the apps, they have done something with the haptic engine.  And it is the best experience that you get.  You get that sensory experience when you are using the phone.  And I feel none of the phones, even Note 9, etc, have that level of haptic feedback."
280,160,Phone,Realme X2,Realme X2 Review with It's Pros & Cons,https://www.youtube.com/watch?v=Tk4We5lwTGs,10:35-10:55,design,0.0, in the settings you can enable it it was not enabled I enabled but again this is half big I would say  only for miss calls I get an icon of that but for any other notification I simply don't get  and I don't know and the fact is that this smartphone does not have any physical LED notification  light so you have this functionality I hope with future updates or the next Android 10 update
348,176,Phone,Honor 6X,Honor 6X Mid-range Smartphone In-depth Review with Pros & Cons,https://www.youtube.com/watch?v=vhadjNopZP0,3:54-4:13,battery,1.0," so let's go over them and the first thing that I really liked about this device is the  battery life that I was getting though on paper this device does not have a very big  battery it's just having a 3,030 and 40 milli amp hour battery but I have to say the  battery life on this device was actually really good and this is thanks to the custom Kirin"
414,221,Phone,Honor 8,Honor 8 Review with Pros & Cons a Camera Centric Smartphone,https://www.youtube.com/watch?v=bzqUn3tpD6k,2:10-2:27,design,1.0, a charger with the same. Next thing is regarding the screen quality though in terms of the  quality of screen that Huvave has provided it's a good quality screen with decent viewing  angles it's a 1080p screen but it gets the job done the quality of the screen is good
171,135,Phone,Pixel 3 xl,Pixel 3 XL Review with Pros & Cons Is this the best?,https://www.youtube.com/watch?v=ywF07gLVRes,3:03-3:14,speaker,1.0," It's much louder.  I would say also has a depth.  And in terms of loudness, definitely, I would say it's actually very, very loud.  And I would say it's one of the loudest Android smartphones that I've used."
147,130,Phone,Honor View 10 ,Honor View 10 with AI Chip Review with Pros & Cons,https://www.youtube.com/watch?v=ZzzIlkiwkjc,5:29-5:47,battery,1.0, prime co-pennian now moving to the battery life it has a sealed battery that's a 3750 milliamp  power battery and I have to say I'm really really impressed with the battery life that I was getting  on this device as you can see from the charts even with about one and a half days of continuous
166,134,Phone,Honor pLAY ,Honor Play Review with Pros & Cons - The Affordable Flagship,https://www.youtube.com/watch?v=DtQ6fzNOGNg,3:00-3:15,storage,1.0, was not that great on those phones but I'm happy to say that the RAM management on this  phone is also actually good in the last five days of usage I never had problems of RAM  management.  Also in terms of day to day activities again you will not notice any laggingness or anything
81,115,Phone,Samsung Galaxy Z Flip 3 5G,Samsung Galaxy Z Flip 3 5G - Foldable Smartphone Review with Pros & Cons,https://www.youtube.com/watch?v=f3Q4v0HrmvQ,13:00-13:23,os,0.0," I used it very heavily or do a little bit of gaming.  Gaming, yes, it can do easily run the game because of the Snapdragon 888.  But when I was gaming just after about 7-8 minutes,  this top area got pretty hot.  I think so the processor is here.  So this area gets pretty hot, I would say, if you're doing gaming.  Or even when I was using the camera continuously for over 10 minutes,  this area got very hot.  So I would say, yes, you can do gaming,"
37,106,Phone,Motorola Edge 20 Fusion,Motorola Edge 20 Fusion Review with Pros & Cons - Ideal Midranger?,https://www.youtube.com/watch?v=5mmohKDgpxI,3:22-3:44,battery,1.0," not the case with most of the other mid range smartphones from Motorola. And again, in terms of  battery life also it's good. It's not like that skimmed on the battery life because of that.  So this simply does not feel that heavy. So in that area also they have done actually a really good  job. It comes with this side mounted fingerprint scanner and as you can see it works very, very,"
39,106,Phone,Motorola Edge 20 Fusion,Motorola Edge 20 Fusion Review with Pros & Cons - Ideal Midranger?,https://www.youtube.com/watch?v=5mmohKDgpxI,20:57-21:07,storage,0.0, and I am not liking it I used to use the Google photos earlier a lot because of the free  storage and stuff but not it's not there so I feel it's high time Motorola brings back it's not
319,169,Phone,Samsung Galaxy J7 Pro ,Samsung Galaxy J7 Pro Review with Pros & Cons - A Pro Smartphone?,https://www.youtube.com/watch?v=9vfk6e9phy4,1:04-1:16,design,1.0, So let's start with the pros and the first thing that I really liked about this device  was the build quality.  The build quality is one of the best in this price segment.
24,103,Phone,Poco X5 Pro,"Poco X5 Pro - Ideal Value Mid Ranger or Not?
",https://www.youtube.com/watch?v=6pwLc3ScKDo,8:13-8:24,os,1.0, back is plastic guys so again use it with a case I have to say again because of the Snapdragon  778 the general performance on the phone is very very good again that's 778 still
29,104,Phone,OnePlus Nord CE,"OnePlus Nord CE Review Pros & Cons after 14 Days of use
",https://www.youtube.com/watch?v=njOIOIVqIYg,9:23-9:38,camera,0.0," That's the story with OnePlus these days.  In terms of camera, I would say they have gone back quite a bit.  And that's the case with this one.  Don't get me wrong.  It's not a terrible camera.  But again, it's not a great camera also.  So I know people for whom camera is a very high priority."
172,135,Phone,Pixel 3 xl,Pixel 3 XL Review with Pros & Cons Is this the best?,https://www.youtube.com/watch?v=ywF07gLVRes,11:20-11:56,speaker,0.0," Now first let's talk about the if you take calls while the speaker phones as I told you the speakers on this are actually stereo speakers very loud, front firing.  And I thought the speaker calls would be also very loud but even at max volume the speaker calls were not that loud even at max volume.  I hope Google can actually fix this with a software update because it's a very strange.  Now if you play back music watch videos the speakers are really loud. Also moving to the speaker second thing that I noticed is that ringtone volume even at max volume is not super loud."
